"","Open","High","Low","Close","Volume","AdjClose"
"1928-03-01",17.2999992370605,17.2999992370605,17.2999992370605,17.2999992370605,0,17.2999992370605
"1928-03-02",17.2999992370605,17.2999992370605,17.2999992370605,17.2999992370605,0,17.2999992370605
"1928-03-05",17.5699996948242,17.5699996948242,17.5699996948242,17.5699996948242,0,17.5699996948242
"1928-03-06",17.6700000762939,17.6700000762939,17.6700000762939,17.6700000762939,0,17.6700000762939
"1928-03-07",17.5799999237061,17.5799999237061,17.5799999237061,17.5799999237061,0,17.5799999237061
"1928-03-08",17.6399993896484,17.6399993896484,17.6399993896484,17.6399993896484,0,17.6399993896484
"1928-03-09",17.9300003051758,17.9300003051758,17.9300003051758,17.9300003051758,0,17.9300003051758
"1928-03-12",18,18,18,18,0,18
"1928-03-13",17.9200000762939,17.9200000762939,17.9200000762939,17.9200000762939,0,17.9200000762939
"1928-03-14",17.9300003051758,17.9300003051758,17.9300003051758,17.9300003051758,0,17.9300003051758
"1928-03-15",18.0699996948242,18.0699996948242,18.0699996948242,18.0699996948242,0,18.0699996948242
"1928-03-16",18.2600002288818,18.2600002288818,18.2600002288818,18.2600002288818,0,18.2600002288818
"1928-03-19",18.3600006103516,18.3600006103516,18.3600006103516,18.3600006103516,0,18.3600006103516
"1928-03-20",18.4599990844727,18.4599990844727,18.4599990844727,18.4599990844727,0,18.4599990844727
"1928-03-21",18.6499996185303,18.6499996185303,18.6499996185303,18.6499996185303,0,18.6499996185303
"1928-03-22",18.6000003814697,18.6000003814697,18.6000003814697,18.6000003814697,0,18.6000003814697
"1928-03-23",18.7800006866455,18.7800006866455,18.7800006866455,18.7800006866455,0,18.7800006866455
"1928-03-26",19.0499992370605,19.0499992370605,19.0499992370605,19.0499992370605,0,19.0499992370605
"1928-03-27",18.9400005340576,18.9400005340576,18.9400005340576,18.9400005340576,0,18.9400005340576
"1928-03-28",18.8899993896484,18.8899993896484,18.8899993896484,18.8899993896484,0,18.8899993896484
"1928-03-29",18.9500007629395,18.9500007629395,18.9500007629395,18.9500007629395,0,18.9500007629395
"1928-03-30",19.2800006866455,19.2800006866455,19.2800006866455,19.2800006866455,0,19.2800006866455
"1928-04-02",18.9099998474121,18.9099998474121,18.9099998474121,18.9099998474121,0,18.9099998474121
"1928-04-03",19.0200004577637,19.0200004577637,19.0200004577637,19.0200004577637,0,19.0200004577637
"1928-04-04",18.9899997711182,18.9899997711182,18.9899997711182,18.9899997711182,0,18.9899997711182
"1928-04-05",19.2299995422363,19.2299995422363,19.2299995422363,19.2299995422363,0,19.2299995422363
"1928-04-09",19.2700004577637,19.2700004577637,19.2700004577637,19.2700004577637,0,19.2700004577637
"1928-04-10",19.1000003814697,19.1000003814697,19.1000003814697,19.1000003814697,0,19.1000003814697
"1928-04-11",19.4400005340576,19.4400005340576,19.4400005340576,19.4400005340576,0,19.4400005340576
"1928-04-12",19.4099998474121,19.4099998474121,19.4099998474121,19.4099998474121,0,19.4099998474121
"1928-04-13",19.7299995422363,19.7299995422363,19.7299995422363,19.7299995422363,0,19.7299995422363
"1928-04-16",19.6800003051758,19.6800003051758,19.6800003051758,19.6800003051758,0,19.6800003051758
"1928-04-17",19.5200004577637,19.5200004577637,19.5200004577637,19.5200004577637,0,19.5200004577637
"1928-04-18",19.5200004577637,19.5200004577637,19.5200004577637,19.5200004577637,0,19.5200004577637
"1928-04-19",19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0,19.6299991607666
"1928-04-20",19.3400001525879,19.3400001525879,19.3400001525879,19.3400001525879,0,19.3400001525879
"1928-04-23",19.1499996185303,19.1499996185303,19.1499996185303,19.1499996185303,0,19.1499996185303
"1928-04-24",19.25,19.25,19.25,19.25,0,19.25
"1928-04-25",19.3299999237061,19.3299999237061,19.3299999237061,19.3299999237061,0,19.3299999237061
"1928-04-26",19.4699993133545,19.4699993133545,19.4699993133545,19.4699993133545,0,19.4699993133545
"1928-04-27",19.6800003051758,19.6800003051758,19.6800003051758,19.6800003051758,0,19.6800003051758
"1928-04-30",19.75,19.75,19.75,19.75,0,19.75
"1928-05-01",19.7800006866455,19.7800006866455,19.7800006866455,19.7800006866455,0,19.7800006866455
"1928-05-02",19.8299999237061,19.8299999237061,19.8299999237061,19.8299999237061,0,19.8299999237061
"1928-05-03",19.9300003051758,19.9300003051758,19.9300003051758,19.9300003051758,0,19.9300003051758
"1928-05-04",20.2399997711182,20.2399997711182,20.2399997711182,20.2399997711182,0,20.2399997711182
"1928-05-07",20.4099998474121,20.4099998474121,20.4099998474121,20.4099998474121,0,20.4099998474121
"1928-05-08",20.2700004577637,20.2700004577637,20.2700004577637,20.2700004577637,0,20.2700004577637
"1928-05-09",20.2399997711182,20.2399997711182,20.2399997711182,20.2399997711182,0,20.2399997711182
"1928-05-10",20.2099990844727,20.2099990844727,20.2099990844727,20.2099990844727,0,20.2099990844727
"1928-05-11",20.3600006103516,20.3600006103516,20.3600006103516,20.3600006103516,0,20.3600006103516
"1928-05-14",20.4400005340576,20.4400005340576,20.4400005340576,20.4400005340576,0,20.4400005340576
"1928-05-15",20.3899993896484,20.3899993896484,20.3899993896484,20.3899993896484,0,20.3899993896484
"1928-05-16",20.0499992370605,20.0499992370605,20.0499992370605,20.0499992370605,0,20.0499992370605
"1928-05-17",20.1200008392334,20.1200008392334,20.1200008392334,20.1200008392334,0,20.1200008392334
"1928-05-18",19.9200000762939,19.9200000762939,19.9200000762939,19.9200000762939,0,19.9200000762939
"1928-05-21",19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0,19.6299991607666
"1928-05-22",19.3600006103516,19.3600006103516,19.3600006103516,19.3600006103516,0,19.3600006103516
"1928-05-23",19.75,19.75,19.75,19.75,0,19.75
"1928-05-24",19.8700008392334,19.8700008392334,19.8700008392334,19.8700008392334,0,19.8700008392334
"1928-05-25",19.8999996185303,19.8999996185303,19.8999996185303,19.8999996185303,0,19.8999996185303
"1928-05-28",19.5699996948242,19.5699996948242,19.5699996948242,19.5699996948242,0,19.5699996948242
"1928-05-29",19.8199996948242,19.8199996948242,19.8199996948242,19.8199996948242,0,19.8199996948242
"1928-05-31",20,20,20,20,0,20
"1928-06-01",20.0699996948242,20.0699996948242,20.0699996948242,20.0699996948242,0,20.0699996948242
"1928-06-04",19.7999992370605,19.7999992370605,19.7999992370605,19.7999992370605,0,19.7999992370605
"1928-06-05",19.8500003814697,19.8500003814697,19.8500003814697,19.8500003814697,0,19.8500003814697
"1928-06-06",19.6599998474121,19.6599998474121,19.6599998474121,19.6599998474121,0,19.6599998474121
"1928-06-07",19.6100006103516,19.6100006103516,19.6100006103516,19.6100006103516,0,19.6100006103516
"1928-06-08",19.3700008392334,19.3700008392334,19.3700008392334,19.3700008392334,0,19.3700008392334
"1928-06-11",18.6800003051758,18.6800003051758,18.6800003051758,18.6800003051758,0,18.6800003051758
"1928-06-12",18.3400001525879,18.3400001525879,18.3400001525879,18.3400001525879,0,18.3400001525879
"1928-06-13",18.8899993896484,18.8899993896484,18.8899993896484,18.8899993896484,0,18.8899993896484
"1928-06-14",19.0499992370605,19.0499992370605,19.0499992370605,19.0499992370605,0,19.0499992370605
"1928-06-15",18.7399997711182,18.7399997711182,18.7399997711182,18.7399997711182,0,18.7399997711182
"1928-06-18",18.3999996185303,18.3999996185303,18.3999996185303,18.3999996185303,0,18.3999996185303
"1928-06-19",18.3400001525879,18.3400001525879,18.3400001525879,18.3400001525879,0,18.3400001525879
"1928-06-20",18.5699996948242,18.5699996948242,18.5699996948242,18.5699996948242,0,18.5699996948242
"1928-06-21",18.5599994659424,18.5599994659424,18.5599994659424,18.5599994659424,0,18.5599994659424
"1928-06-22",18.5400009155273,18.5400009155273,18.5400009155273,18.5400009155273,0,18.5400009155273
"1928-06-25",18.4699993133545,18.4699993133545,18.4699993133545,18.4699993133545,0,18.4699993133545
"1928-06-26",18.6800003051758,18.6800003051758,18.6800003051758,18.6800003051758,0,18.6800003051758
"1928-06-27",18.8600006103516,18.8600006103516,18.8600006103516,18.8600006103516,0,18.8600006103516
"1928-06-28",19.0699996948242,19.0699996948242,19.0699996948242,19.0699996948242,0,19.0699996948242
"1928-06-29",19.1399993896484,19.1399993896484,19.1399993896484,19.1399993896484,0,19.1399993896484
"1928-07-02",18.9799995422363,18.9799995422363,18.9799995422363,18.9799995422363,0,18.9799995422363
"1928-07-03",19.2900009155273,19.2900009155273,19.2900009155273,19.2900009155273,0,19.2900009155273
"1928-07-05",19.4799995422363,19.4799995422363,19.4799995422363,19.4799995422363,0,19.4799995422363
"1928-07-06",19.3899993896484,19.3899993896484,19.3899993896484,19.3899993896484,0,19.3899993896484
"1928-07-09",19.4599990844727,19.4599990844727,19.4599990844727,19.4599990844727,0,19.4599990844727
"1928-07-10",19.4300003051758,19.4300003051758,19.4300003051758,19.4300003051758,0,19.4300003051758
"1928-07-11",18.9500007629395,18.9500007629395,18.9500007629395,18.9500007629395,0,18.9500007629395
"1928-07-12",18.8099994659424,18.8099994659424,18.8099994659424,18.8099994659424,0,18.8099994659424
"1928-07-13",18.9599990844727,18.9599990844727,18.9599990844727,18.9599990844727,0,18.9599990844727
"1928-07-16",18.7000007629395,18.7000007629395,18.7000007629395,18.7000007629395,0,18.7000007629395
"1928-07-17",18.7999992370605,18.7999992370605,18.7999992370605,18.7999992370605,0,18.7999992370605
"1928-07-18",19.0300006866455,19.0300006866455,19.0300006866455,19.0300006866455,0,19.0300006866455
"1928-07-19",18.9899997711182,18.9899997711182,18.9899997711182,18.9899997711182,0,18.9899997711182
"1928-07-20",19.0300006866455,19.0300006866455,19.0300006866455,19.0300006866455,0,19.0300006866455
"1928-07-23",19.1200008392334,19.1200008392334,19.1200008392334,19.1200008392334,0,19.1200008392334
"1928-07-24",19.0900001525879,19.0900001525879,19.0900001525879,19.0900001525879,0,19.0900001525879
"1928-07-25",19.2000007629395,19.2000007629395,19.2000007629395,19.2000007629395,0,19.2000007629395
"1928-07-26",19.2399997711182,19.2399997711182,19.2399997711182,19.2399997711182,0,19.2399997711182
"1928-07-27",19.4200000762939,19.4200000762939,19.4200000762939,19.4200000762939,0,19.4200000762939
"1928-07-30",19.4699993133545,19.4699993133545,19.4699993133545,19.4699993133545,0,19.4699993133545
"1928-07-31",19.4300003051758,19.4300003051758,19.4300003051758,19.4300003051758,0,19.4300003051758
"1928-08-01",19.4200000762939,19.4200000762939,19.4200000762939,19.4200000762939,0,19.4200000762939
"1928-08-02",19.3299999237061,19.3299999237061,19.3299999237061,19.3299999237061,0,19.3299999237061
"1928-08-03",19.3600006103516,19.3600006103516,19.3600006103516,19.3600006103516,0,19.3600006103516
"1928-08-06",19.5799999237061,19.5799999237061,19.5799999237061,19.5799999237061,0,19.5799999237061
"1928-08-07",19.4899997711182,19.4899997711182,19.4899997711182,19.4899997711182,0,19.4899997711182
"1928-08-08",19.25,19.25,19.25,19.25,0,19.25
"1928-08-09",19.2999992370605,19.2999992370605,19.2999992370605,19.2999992370605,0,19.2999992370605
"1928-08-10",19.25,19.25,19.25,19.25,0,19.25
"1928-08-13",19.2900009155273,19.2900009155273,19.2900009155273,19.2900009155273,0,19.2900009155273
"1928-08-14",19.1299991607666,19.1299991607666,19.1299991607666,19.1299991607666,0,19.1299991607666
"1928-08-15",19.4699993133545,19.4699993133545,19.4699993133545,19.4699993133545,0,19.4699993133545
"1928-08-16",19.6100006103516,19.6100006103516,19.6100006103516,19.6100006103516,0,19.6100006103516
"1928-08-17",19.6399993896484,19.6399993896484,19.6399993896484,19.6399993896484,0,19.6399993896484
"1928-08-20",19.7700004577637,19.7700004577637,19.7700004577637,19.7700004577637,0,19.7700004577637
"1928-08-21",20.0200004577637,20.0200004577637,20.0200004577637,20.0200004577637,0,20.0200004577637
"1928-08-22",20,20,20,20,0,20
"1928-08-23",20.0200004577637,20.0200004577637,20.0200004577637,20.0200004577637,0,20.0200004577637
"1928-08-24",20.3400001525879,20.3400001525879,20.3400001525879,20.3400001525879,0,20.3400001525879
"1928-08-27",20.3799991607666,20.3799991607666,20.3799991607666,20.3799991607666,0,20.3799991607666
"1928-08-28",20.5400009155273,20.5400009155273,20.5400009155273,20.5400009155273,0,20.5400009155273
"1928-08-29",20.5799999237061,20.5799999237061,20.5799999237061,20.5799999237061,0,20.5799999237061
"1928-08-30",20.6100006103516,20.6100006103516,20.6100006103516,20.6100006103516,0,20.6100006103516
"1928-08-31",20.8700008392334,20.8700008392334,20.8700008392334,20.8700008392334,0,20.8700008392334
"1928-09-04",20.9699993133545,20.9699993133545,20.9699993133545,20.9699993133545,0,20.9699993133545
"1928-09-05",21.0699996948242,21.0699996948242,21.0699996948242,21.0699996948242,0,21.0699996948242
"1928-09-06",20.9400005340576,20.9400005340576,20.9400005340576,20.9400005340576,0,20.9400005340576
"1928-09-07",21.0900001525879,21.0900001525879,21.0900001525879,21.0900001525879,0,21.0900001525879
"1928-09-10",20.9200000762939,20.9200000762939,20.9200000762939,20.9200000762939,0,20.9200000762939
"1928-09-11",21.0799999237061,21.0799999237061,21.0799999237061,21.0799999237061,0,21.0799999237061
"1928-09-12",21.1599998474121,21.1599998474121,21.1599998474121,21.1599998474121,0,21.1599998474121
"1928-09-13",21.1399993896484,21.1399993896484,21.1399993896484,21.1399993896484,0,21.1399993896484
"1928-09-14",21.1399993896484,21.1399993896484,21.1399993896484,21.1399993896484,0,21.1399993896484
"1928-09-17",21.3299999237061,21.3299999237061,21.3299999237061,21.3299999237061,0,21.3299999237061
"1928-09-18",21.1800003051758,21.1800003051758,21.1800003051758,21.1800003051758,0,21.1800003051758
"1928-09-19",21.1800003051758,21.1800003051758,21.1800003051758,21.1800003051758,0,21.1800003051758
"1928-09-20",21.2199993133545,21.2199993133545,21.2199993133545,21.2199993133545,0,21.2199993133545
"1928-09-21",21.3600006103516,21.3600006103516,21.3600006103516,21.3600006103516,0,21.3600006103516
"1928-09-24",21.4300003051758,21.4300003051758,21.4300003051758,21.4300003051758,0,21.4300003051758
"1928-09-25",21.4099998474121,21.4099998474121,21.4099998474121,21.4099998474121,0,21.4099998474121
"1928-09-26",21.3999996185303,21.3999996185303,21.3999996185303,21.3999996185303,0,21.3999996185303
"1928-09-27",21.1299991607666,21.1299991607666,21.1299991607666,21.1299991607666,0,21.1299991607666
"1928-09-28",21.1399993896484,21.1399993896484,21.1399993896484,21.1399993896484,0,21.1399993896484
"1928-10-01",21.3600006103516,21.3600006103516,21.3600006103516,21.3600006103516,0,21.3600006103516
"1928-10-02",21.2600002288818,21.2600002288818,21.2600002288818,21.2600002288818,0,21.2600002288818
"1928-10-03",21.1900005340576,21.1900005340576,21.1900005340576,21.1900005340576,0,21.1900005340576
"1928-10-04",21.2600002288818,21.2600002288818,21.2600002288818,21.2600002288818,0,21.2600002288818
"1928-10-05",21.2199993133545,21.2199993133545,21.2199993133545,21.2199993133545,0,21.2199993133545
"1928-10-08",21.1100006103516,21.1100006103516,21.1100006103516,21.1100006103516,0,21.1100006103516
"1928-10-09",21.1800003051758,21.1800003051758,21.1800003051758,21.1800003051758,0,21.1800003051758
"1928-10-10",21.4099998474121,21.4099998474121,21.4099998474121,21.4099998474121,0,21.4099998474121
"1928-10-11",21.5100002288818,21.5100002288818,21.5100002288818,21.5100002288818,0,21.5100002288818
"1928-10-15",21.6499996185303,21.6499996185303,21.6499996185303,21.6499996185303,0,21.6499996185303
"1928-10-16",21.7199993133545,21.7199993133545,21.7199993133545,21.7199993133545,0,21.7199993133545
"1928-10-17",21.7900009155273,21.7900009155273,21.7900009155273,21.7900009155273,0,21.7900009155273
"1928-10-18",21.8400001525879,21.8400001525879,21.8400001525879,21.8400001525879,0,21.8400001525879
"1928-10-19",21.9599990844727,21.9599990844727,21.9599990844727,21.9599990844727,0,21.9599990844727
"1928-10-22",21.8099994659424,21.8099994659424,21.8099994659424,21.8099994659424,0,21.8099994659424
"1928-10-23",21.9500007629395,21.9500007629395,21.9500007629395,21.9500007629395,0,21.9500007629395
"1928-10-24",21.9899997711182,21.9899997711182,21.9899997711182,21.9899997711182,0,21.9899997711182
"1928-10-25",21.9099998474121,21.9099998474121,21.9099998474121,21.9099998474121,0,21.9099998474121
"1928-10-26",21.6499996185303,21.6499996185303,21.6499996185303,21.6499996185303,0,21.6499996185303
"1928-10-29",22,22,22,22,0,22
"1928-10-30",21.7600002288818,21.7600002288818,21.7600002288818,21.7600002288818,0,21.7600002288818
"1928-10-31",21.6800003051758,21.6800003051758,21.6800003051758,21.6800003051758,0,21.6800003051758
"1928-11-01",21.9899997711182,21.9899997711182,21.9899997711182,21.9899997711182,0,21.9899997711182
"1928-11-02",21.9500007629395,21.9500007629395,21.9500007629395,21.9500007629395,0,21.9500007629395
"1928-11-05",22.2399997711182,22.2399997711182,22.2399997711182,22.2399997711182,0,22.2399997711182
"1928-11-07",22.2399997711182,22.2399997711182,22.2399997711182,22.2399997711182,0,22.2399997711182
"1928-11-08",22.3899993896484,22.3899993896484,22.3899993896484,22.3899993896484,0,22.3899993896484
"1928-11-09",22.5499992370605,22.5499992370605,22.5499992370605,22.5499992370605,0,22.5499992370605
"1928-11-12",22.8400001525879,22.8400001525879,22.8400001525879,22.8400001525879,0,22.8400001525879
"1928-11-13",22.9099998474121,22.9099998474121,22.9099998474121,22.9099998474121,0,22.9099998474121
"1928-11-14",22.9099998474121,22.9099998474121,22.9099998474121,22.9099998474121,0,22.9099998474121
"1928-11-15",23.0300006866455,23.0300006866455,23.0300006866455,23.0300006866455,0,23.0300006866455
"1928-11-16",23.3700008392334,23.3700008392334,23.3700008392334,23.3700008392334,0,23.3700008392334
"1928-11-19",23.3700008392334,23.3700008392334,23.3700008392334,23.3700008392334,0,23.3700008392334
"1928-11-20",23.5699996948242,23.5699996948242,23.5699996948242,23.5699996948242,0,23.5699996948242
"1928-11-21",23.2199993133545,23.2199993133545,23.2199993133545,23.2199993133545,0,23.2199993133545
"1928-11-22",23.5200004577637,23.5200004577637,23.5200004577637,23.5200004577637,0,23.5200004577637
"1928-11-23",23.7000007629395,23.7000007629395,23.7000007629395,23.7000007629395,0,23.7000007629395
"1928-11-26",23.7999992370605,23.7999992370605,23.7999992370605,23.7999992370605,0,23.7999992370605
"1928-11-27",23.9099998474121,23.9099998474121,23.9099998474121,23.9099998474121,0,23.9099998474121
"1928-11-28",24.1900005340576,24.1900005340576,24.1900005340576,24.1900005340576,0,24.1900005340576
"1928-11-30",24.2800006866455,24.2800006866455,24.2800006866455,24.2800006866455,0,24.2800006866455
"1928-12-03",23.8500003814697,23.8500003814697,23.8500003814697,23.8500003814697,0,23.8500003814697
"1928-12-04",23.9099998474121,23.9099998474121,23.9099998474121,23.9099998474121,0,23.9099998474121
"1928-12-05",23.8099994659424,23.8099994659424,23.8099994659424,23.8099994659424,0,23.8099994659424
"1928-12-06",22.9099998474121,22.9099998474121,22.9099998474121,22.9099998474121,0,22.9099998474121
"1928-12-07",22.3600006103516,22.3600006103516,22.3600006103516,22.3600006103516,0,22.3600006103516
"1928-12-10",22.3099994659424,22.3099994659424,22.3099994659424,22.3099994659424,0,22.3099994659424
"1928-12-11",22.7399997711182,22.7399997711182,22.7399997711182,22.7399997711182,0,22.7399997711182
"1928-12-12",22.5200004577637,22.5200004577637,22.5200004577637,22.5200004577637,0,22.5200004577637
"1928-12-13",22.4799995422363,22.4799995422363,22.4799995422363,22.4799995422363,0,22.4799995422363
"1928-12-14",22.5300006866455,22.5300006866455,22.5300006866455,22.5300006866455,0,22.5300006866455
"1928-12-17",22.4400005340576,22.4400005340576,22.4400005340576,22.4400005340576,0,22.4400005340576
"1928-12-18",22.7000007629395,22.7000007629395,22.7000007629395,22.7000007629395,0,22.7000007629395
"1928-12-19",22.9799995422363,22.9799995422363,22.9799995422363,22.9799995422363,0,22.9799995422363
"1928-12-20",23.0699996948242,23.0699996948242,23.0699996948242,23.0699996948242,0,23.0699996948242
"1928-12-21",23.3299999237061,23.3299999237061,23.3299999237061,23.3299999237061,0,23.3299999237061
"1928-12-24",23.5400009155273,23.5400009155273,23.5400009155273,23.5400009155273,0,23.5400009155273
"1928-12-26",23.4400005340576,23.4400005340576,23.4400005340576,23.4400005340576,0,23.4400005340576
"1928-12-27",23.6399993896484,23.6399993896484,23.6399993896484,23.6399993896484,0,23.6399993896484
"1928-12-28",23.9799995422363,23.9799995422363,23.9799995422363,23.9799995422363,0,23.9799995422363
"1928-12-31",24.3500003814697,24.3500003814697,24.3500003814697,24.3500003814697,0,24.3500003814697
"1929-01-02",24.8099994659424,24.8099994659424,24.8099994659424,24.8099994659424,0,24.8099994659424
"1929-01-03",24.8600006103516,24.8600006103516,24.8600006103516,24.8600006103516,0,24.8600006103516
"1929-01-04",24.8500003814697,24.8500003814697,24.8500003814697,24.8500003814697,0,24.8500003814697
"1929-01-07",24.25,24.25,24.25,24.25,0,24.25
"1929-01-08",24.1700000762939,24.1700000762939,24.1700000762939,24.1700000762939,0,24.1700000762939
"1929-01-09",24.5400009155273,24.5400009155273,24.5400009155273,24.5400009155273,0,24.5400009155273
"1929-01-10",24.5799999237061,24.5799999237061,24.5799999237061,24.5799999237061,0,24.5799999237061
"1929-01-11",24.5400009155273,24.5400009155273,24.5400009155273,24.5400009155273,0,24.5400009155273
"1929-01-14",24.5900001525879,24.5900001525879,24.5900001525879,24.5900001525879,0,24.5900001525879
"1929-01-15",24.2299995422363,24.2299995422363,24.2299995422363,24.2299995422363,0,24.2299995422363
"1929-01-16",24.5599994659424,24.5599994659424,24.5599994659424,24.5599994659424,0,24.5599994659424
"1929-01-17",24.6900005340576,24.6900005340576,24.6900005340576,24.6900005340576,0,24.6900005340576
"1929-01-18",24.7700004577637,24.7700004577637,24.7700004577637,24.7700004577637,0,24.7700004577637
"1929-01-21",24.8600006103516,24.8600006103516,24.8600006103516,24.8600006103516,0,24.8600006103516
"1929-01-22",25.0699996948242,25.0699996948242,25.0699996948242,25.0699996948242,0,25.0699996948242
"1929-01-23",25.2199993133545,25.2199993133545,25.2199993133545,25.2199993133545,0,25.2199993133545
"1929-01-24",25.0599994659424,25.0599994659424,25.0599994659424,25.0599994659424,0,25.0599994659424
"1929-01-25",25.4799995422363,25.4799995422363,25.4799995422363,25.4799995422363,0,25.4799995422363
"1929-01-28",25.3500003814697,25.3500003814697,25.3500003814697,25.3500003814697,0,25.3500003814697
"1929-01-29",25.3600006103516,25.3600006103516,25.3600006103516,25.3600006103516,0,25.3600006103516
"1929-01-30",25.4500007629395,25.4500007629395,25.4500007629395,25.4500007629395,0,25.4500007629395
"1929-01-31",25.7399997711182,25.7399997711182,25.7399997711182,25.7399997711182,0,25.7399997711182
"1929-02-01",25.8400001525879,25.8400001525879,25.8400001525879,25.8400001525879,0,25.8400001525879
"1929-02-04",25.6399993896484,25.6399993896484,25.6399993896484,25.6399993896484,0,25.6399993896484
"1929-02-05",25.7000007629395,25.7000007629395,25.7000007629395,25.7000007629395,0,25.7000007629395
"1929-02-06",25.4899997711182,25.4899997711182,25.4899997711182,25.4899997711182,0,25.4899997711182
"1929-02-07",24.7099990844727,24.7099990844727,24.7099990844727,24.7099990844727,0,24.7099990844727
"1929-02-08",24.4400005340576,24.4400005340576,24.4400005340576,24.4400005340576,0,24.4400005340576
"1929-02-11",24.9799995422363,24.9799995422363,24.9799995422363,24.9799995422363,0,24.9799995422363
"1929-02-13",24.9500007629395,24.9500007629395,24.9500007629395,24.9500007629395,0,24.9500007629395
"1929-02-14",24.8500003814697,24.8500003814697,24.8500003814697,24.8500003814697,0,24.8500003814697
"1929-02-15",24.3500003814697,24.3500003814697,24.3500003814697,24.3500003814697,0,24.3500003814697
"1929-02-18",24.3899993896484,24.3899993896484,24.3899993896484,24.3899993896484,0,24.3899993896484
